"Year","Municipality_code","Municipality_description","Province_code","Province_initials","Order","nbuildings","Undisturbed_context","Dumps_proximity","Pollutant_industries_proximity","Polluted_waters_proximity","Air_pollution_sources_proximity","Acoustic_pollution_sources_proximity","Electromagnetic_radiation_sources_proximity","Graveyards_proximity","School_area_specific_criticalities","Layby_absence","Unenclosed_area","Large_traffic","Railway_traffic","Abandoned_industries","Decayed_urban_area","Hazardous_industries_proximity","School_bus","Urban_public_transport","Interurban_public_transport","Railway_transport","Private_transport","Disabled_people_transport","Teaching_spaces","Collective_spaces","Auditorium","Canteen","Gymnasium","Administration_spaces"
202021,"017023","Botticino",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017023","Botticino",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
202021,"017023","Botticino",17,"BS","Primary",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,1,0,0.75,0.75,0,0.5,0.25,0.25
202021,"017024","Bovegno",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
202021,"017024","Bovegno",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
202021,"017025","Bovezzo",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017025","Bovezzo",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.5,0.5,0,0,0.5,0
202021,"017025","Bovezzo",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017025","Bovezzo",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017026","Brandico",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,0,0,0,0,0
202021,"017027","Braone",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
202021,"017027","Braone",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0
202021,"017028","Breno",17,"BS","High",5,0.8,0,0.6,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,1,0,0,0,0,0
202021,"017028","Breno",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
202021,"017028","Breno",17,"BS","IS",2,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,1,0.5,1,0,1,0,0,0,0,0
202021,"017028","Breno",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
202021,"017028","Breno",17,"BS","NR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
202021,"017028","Breno",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5
202021,"017029","Brescia",17,"BS","High",61,0.639344262295082,0,0.213114754098361,0,0.114754098360656,0.540983606557377,0.147540983606557,0,0.295081967213115,0,0,0.0163934426229508,0,0,0,0,0.377049180327869,0.901639344262295,0.754098360655738,0,0.950819672131147,0.475409836065574,0.721311475409836,0.639344262295082,0.344262295081967,0,0.524590163934426,0.475409836065574
202021,"017029","Brescia",17,"BS","IC",13,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0,0.153846153846154,0,0.153846153846154,0,0,0,0,0.307692307692308,1,0.153846153846154,0,0.923076923076923,0.846153846153846,0.846153846153846,0.846153846153846,0.461538461538462,0.692307692307692,0.769230769230769,0.461538461538462
202021,"017029","Brescia",17,"BS","IS",17,0.882352941176471,0,0.235294117647059,0,0.176470588235294,0.529411764705882,0.235294117647059,0,0.470588235294118,0,0,0,0,0,0,0,0.117647058823529,0.764705882352941,0.588235294117647,0,0.764705882352941,0.176470588235294,0.823529411764706,0.470588235294118,0.294117647058824,0,0.470588235294118,0.411764705882353
202021,"017029","Brescia",17,"BS","Middle",28,0.214285714285714,0,0,0.0357142857142857,0.107142857142857,0.178571428571429,0.0357142857142857,0,0,0.0714285714285714,0,0,0,0,0,0,0.464285714285714,0.964285714285714,0.178571428571429,0,0.892857142857143,0.75,0.785714285714286,0.678571428571429,0.357142857142857,0.321428571428571,0.607142857142857,0.178571428571429
202021,"017029","Brescia",17,"BS","NR",17,0.411764705882353,0,0.176470588235294,0.0588235294117647,0,0.176470588235294,0.0588235294117647,0,0.176470588235294,0.0588235294117647,0,0.0588235294117647,0,0,0,0.117647058823529,0.294117647058824,1,0.235294117647059,0,1,0.470588235294118,1,0.823529411764706,0.117647058823529,0.823529411764706,0.176470588235294,0.0588235294117647
202021,"017029","Brescia",17,"BS","Primary",52,0.25,0,0.0769230769230769,0,0,0.115384615384615,0.0769230769230769,0.0192307692307692,0.0576923076923077,0.0384615384615385,0,0.0576923076923077,0.0192307692307692,0,0,0.0384615384615385,0.442307692307692,0.961538461538462,0.288461538461538,0,0.942307692307692,0.692307692307692,0.807692307692308,0.788461538461538,0.0769230769230769,0.634615384615385,0.461538461538462,0.0769230769230769
202021,"017030","Brione",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
202021,"017030","Brione",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
202021,"017031","Caino",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
202021,"017032","Calcinato",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017032","Calcinato",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5,0.5,0,0,0.5,0
202021,"017032","Calcinato",17,"BS","NR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0,1,0.666666666666667,1,0,0,0,0,0
202021,"017032","Calcinato",17,"BS","Primary",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.666666666666667,1,0.333333333333333,0,0.333333333333333,0,0
202021,"017033","Calvagese Della Riviera",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017033","Calvagese Della Riviera",17,"BS","NR",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017033","Calvagese Della Riviera",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
202021,"017034","Calvisano",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
202021,"017034","Calvisano",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
202021,"017034","Calvisano",17,"BS","NR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,1,1,0.5,0,0.5,0,1
202021,"017034","Calvisano",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.5,1,0.5
202021,"017035","Capo Di Ponte",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
202021,"017035","Capo Di Ponte",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
202021,"017035","Capo Di Ponte",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
202021,"017036","Capovalle",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
202021,"017037","Capriano Del Colle",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
202021,"017037","Capriano Del Colle",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017038","Capriolo",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
202021,"017038","Capriolo",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
202021,"017038","Capriolo",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1
202021,"017038","Capriolo",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
202021,"017039","Carpenedolo",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017039","Carpenedolo",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
202021,"017039","Carpenedolo",17,"BS","NR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,1,0.5,0,0.5,0,0
202021,"017039","Carpenedolo",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017040","Castegnato",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
202021,"017040","Castegnato",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5,1,0.5,0,1,0
202021,"017040","Castegnato",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
202021,"017040","Castegnato",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
202021,"017041","Castelcovati",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
202021,"017041","Castelcovati",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
202021,"017041","Castelcovati",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0
202021,"017042","Castel Mella",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
202021,"017042","Castel Mella",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
202021,"017042","Castel Mella",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
202021,"017042","Castel Mella",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
202021,"017043","Castenedolo",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
202021,"017043","Castenedolo",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
202021,"017043","Castenedolo",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
202021,"017043","Castenedolo",17,"BS","Primary",4,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.75,0,1,1,1,0.75,0,0.5,0.5,0
202021,"017044","Casto",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017044","Casto",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,0,0,0,0,0
202021,"017045","Castrezzato",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0
202021,"017045","Castrezzato",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0
202021,"017045","Castrezzato",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017045","Castrezzato",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.5,1,0.5,0.5,1,0.5
202021,"017046","Cazzago San Martino",17,"BS","IC",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017046","Cazzago San Martino",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017046","Cazzago San Martino",17,"BS","Primary",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017047","Cedegolo",17,"BS","IC",1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
202021,"017047","Cedegolo",17,"BS","Middle",1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
202021,"017047","Cedegolo",17,"BS","Primary",1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
202021,"017048","Cellatica",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
202021,"017048","Cellatica",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017048","Cellatica",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
202021,"017048","Cellatica",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017049","Cerveno",17,"BS","NR",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
202021,"017049","Cerveno",17,"BS","Primary",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
202021,"017050","Ceto",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0
202021,"017050","Ceto",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
202021,"017051","Cevo",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017051","Cevo",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
202021,"017051","Cevo",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017052","Chiari",17,"BS","High",8,1,0,1,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.5,0.75,1,0.5,1,0,0.75,0.25,0,0,0.25,0
202021,"017052","Chiari",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
202021,"017052","Chiari",17,"BS","IS",4,1,0,0.75,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0.25,0.5,0.75,0.25,0.75,0,0.75,0.25,0,0,0.25,0
202021,"017052","Chiari",17,"BS","Middle",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,1,0.166666666666667,0.166666666666667,1,1,0.833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667
202021,"017052","Chiari",17,"BS","NR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.25,0.25,0.75,1,1,0,0,0,0,0
202021,"017052","Chiari",17,"BS","Primary",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
202021,"017053","Cigole",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017053","Cigole",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0
202021,"017055","Cividate Camuno",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
202021,"017055","Cividate Camuno",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
202021,"017055","Cividate Camuno",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
202021,"017056","Coccaglio",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
202021,"017056","Coccaglio",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
202021,"017056","Coccaglio",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
202021,"017056","Coccaglio",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
202021,"017057","Collebeato",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
202021,"017057","Collebeato",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
202021,"017057","Collebeato",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
202021,"017058","Collio",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017058","Collio",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,0,1,0,0,0,0,0
202021,"017059","Cologne",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
202021,"017059","Cologne",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,1,0
202021,"017059","Cologne",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0
202021,"017059","Cologne",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,0.5,1,0,0.5,0.5,0
202021,"017060","Comezzano-Cizzago",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0
202021,"017060","Comezzano-Cizzago",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
202021,"017060","Comezzano-Cizzago",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
202021,"017061","Concesio",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
202021,"017061","Concesio",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
202021,"017061","Concesio",17,"BS","NR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.75,0,1,0,1,1,0,1,0.25,0.5
202021,"017061","Concesio",17,"BS","Primary",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,1,0,1,0.5,0,0.5,0,0.25
202021,"017062","Corte Franca",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
202021,"017062","Corte Franca",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
202021,"017062","Corte Franca",17,"BS","Primary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
202021,"017063","Corteno Golgi",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017063","Corteno Golgi",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
202021,"017063","Corteno Golgi",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.5,0,0,0.5,0
202021,"017064","Corzano",17,"BS","High",8,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,1,0.75,0,1,0,0.75,0.25,0,0,0.25,0
202021,"017064","Corzano",17,"BS","IS",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
202021,"017064","Corzano",17,"BS","NR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,1,0.5,1,0,0,0,0,0
202021,"017064","Corzano",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,1,1,0,0,0,0,0
202021,"017065","Darfo Boario Terme",17,"BS","High",14,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0,0.785714285714286,0,0,0,0,0,0.0714285714285714,0.857142857142857,1,0,1,0.0714285714285714,0.714285714285714,0.285714285714286,0,0,0.285714285714286,0
202021,"017065","Darfo Boario Terme",17,"BS","IC",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,1,1,1,0,0,0,0,0
202021,"017065","Darfo Boario Terme",17,"BS","IS",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
202021,"017065","Darfo Boario Terme",17,"BS","Middle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,1,1,1,0,0,0,0,0
202021,"017065","Darfo Boario Terme",17,"BS","NR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,1,1,1,0,0,0,0,0
202021,"017065","Darfo Boario Terme",17,"BS","Primary",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.428571428571429,0.571428571428571,0.285714285714286,1,1,1,0,0,0,0,0
202021,"017066","Dello",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1
202021,"017066","Dello",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1
202021,"017066","Dello",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
202021,"017067","Desenzano Del Garda",17,"BS","High",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.928571428571429,0.142857142857143,1,0.214285714285714,0.714285714285714,0.571428571428571,0.214285714285714,0.0714285714285714,0.357142857142857,0.285714285714286
202021,"017067","Desenzano Del Garda",17,"BS","IC",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.5,0.5,0,0.5,1
202021,"017067","Desenzano Del Garda",17,"BS","IS",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333
202021,"017067","Desenzano Del Garda",17,"BS","Middle",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0,1,0,0.75,0.5,0.25,0,0.5,0.5
202021,"017067","Desenzano Del Garda",17,"BS","NR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0.5,0,1,1,0.75,1,0,0
202021,"017067","Desenzano Del Garda",17,"BS","Primary",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.833333333333333,0.166666666666667,0,0.833333333333333,0,0.833333333333333,0.833333333333333,0,0.5,0.333333333333333,0
202021,"017068","Edolo",17,"BS","High",9,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,1,1,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0
202021,"017068","Edolo",17,"BS","IC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
202021,"017068","Edolo",17,"BS","IS",3,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0
202021,"017068","Edolo",17,"BS","Middle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
202021,"017068","Edolo",17,"BS","NR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
202021,"017068","Edolo",17,"BS","Primary",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,1,0,0.5,0.5,0,0,0.5,0
